,RR,accuracy,reassignment,t3,top10,top11,top12,top13,top14,top15,top2,top3,top4,top5,top6,top7,top8,top9
svm_m4_f0_d0_b4_c36_v0,0.4778405853405853,0.3047619047619048,0.7333333333333334,0.4087301587301587,0.9142857142857143,0.9428571428571428,0.9714285714285714,0.9809523809523809,0.9904761904761905,1.0,0.43333333333333335,0.5666666666666667,0.6714285714285714,0.7238095238095238,0.7666666666666667,0.8285714285714286,0.8523809523809524,0.8761904761904762
nb_m5_f0_d0_b4_c36_v0,0.4795426266854838,0.2904761904761905,0.8,0.4166666666666667,0.8952380952380953,0.9333333333333333,0.9523809523809523,0.9761904761904762,0.9952380952380953,1.0,0.4666666666666667,0.580952380952381,0.6428571428571429,0.7238095238095238,0.7571428571428571,0.8047619047619048,0.8333333333333334,0.8809523809523809
lrr_m5_f0_d0_b4_c36_v0,0.5193821918821919,0.3523809523809524,0.8,0.4587301587301587,0.9,0.919047619047619,0.9571428571428572,0.9666666666666667,0.9904761904761905,1.0,0.5142857142857142,0.5904761904761905,0.6571428571428571,0.7095238095238096,0.7714285714285715,0.8095238095238095,0.8238095238095238,0.8571428571428571
svm_m5_f0_d0_b4_c36_v0,0.5006878174735317,0.319047619047619,0.8,0.42698412698412697,0.9095238095238095,0.9333333333333333,0.9666666666666667,0.9809523809523809,0.9952380952380953,1.0,0.44285714285714284,0.5666666666666667,0.6904761904761905,0.7666666666666667,0.8333333333333334,0.8571428571428571,0.861904761904762,0.8857142857142857
nb_m6_f0_d0_b4_c36_v0,0.46900082721511294,0.2619047619047619,0.8,0.40476190476190477,0.9047619047619048,0.9333333333333333,0.9571428571428572,0.9666666666666667,0.9904761904761905,1.0,0.46190476190476193,0.5904761904761905,0.6761904761904762,0.7380952380952381,0.780952380952381,0.8380952380952381,0.861904761904762,0.8809523809523809
lrr_m6_f0_d0_b4_c36_v0,0.4971640264497407,0.3142857142857143,0.8,0.43174603174603177,0.9095238095238095,0.9523809523809523,0.9619047619047619,0.9809523809523809,0.9904761904761905,1.0,0.4666666666666667,0.5904761904761905,0.680952380952381,0.7571428571428571,0.8095238095238095,0.819047619047619,0.8380952380952381,0.8809523809523809
svm_m6_f0_d0_b4_c36_v0,0.4874553885268171,0.2857142857142857,0.7333333333333334,0.42142857142857143,0.9095238095238095,0.9380952380952381,0.9666666666666667,0.9714285714285714,0.9857142857142858,1.0,0.44285714285714284,0.5857142857142857,0.6571428571428571,0.7428571428571429,0.7904761904761904,0.861904761904762,0.8857142857142857,0.9047619047619048
nb_m7_f0_d0_b4_c36_v0,0.5617781557067272,0.3523809523809524,0.7666666666666666,0.5158730158730158,0.9571428571428572,0.9571428571428572,0.9809523809523809,0.9809523809523809,0.9904761904761905,1.0,0.6095238095238096,0.7142857142857143,0.780952380952381,0.8142857142857143,0.8523809523809524,0.8857142857142857,0.9095238095238095,0.9476190476190476
lrr_m7_f0_d0_b4_c36_v0,0.5917306767306767,0.40476190476190477,0.7666666666666666,0.5444444444444444,0.9571428571428572,0.9666666666666667,0.9714285714285714,0.9809523809523809,0.9904761904761905,1.0,0.6142857142857143,0.719047619047619,0.8047619047619048,0.8285714285714286,0.8476190476190476,0.9095238095238095,0.9476190476190476,0.9523809523809523
svm_m7_f0_d0_b4_c36_v0,0.46959737352594494,0.3047619047619048,0.8,0.4007936507936508,0.9047619047619048,0.9333333333333333,0.9761904761904762,0.9952380952380953,0.9952380952380953,1.0,0.41904761904761906,0.5571428571428572,0.6333333333333333,0.6904761904761905,0.7666666666666667,0.8380952380952381,0.861904761904762,0.8809523809523809
nb_m8_f0_d0_b4_c36_v0,0.5392991664420236,0.32857142857142857,0.8,0.4865079365079365,0.9619047619047619,0.9761904761904762,0.9809523809523809,0.9857142857142858,0.9904761904761905,1.0,0.5619047619047619,0.6857142857142857,0.7666666666666667,0.8,0.8666666666666667,0.9047619047619048,0.9238095238095239,0.9333333333333333
lrr_m8_f0_d0_b4_c36_v0,0.5764060014060014,0.3952380952380952,0.8,0.5253968253968254,0.9476190476190476,0.9666666666666667,0.9761904761904762,0.9857142857142858,0.9857142857142858,1.0,0.5857142857142857,0.6904761904761905,0.7571428571428571,0.819047619047619,0.8571428571428571,0.8904761904761904,0.919047619047619,0.9380952380952381
svm_m8_f0_d0_b4_c36_v0,0.4530920005920006,0.2523809523809524,0.7666666666666666,0.38412698412698415,0.9,0.919047619047619,0.9380952380952381,0.9714285714285714,0.9809523809523809,1.0,0.43333333333333335,0.5571428571428572,0.6428571428571429,0.7047619047619048,0.7857142857142857,0.8142857142857143,0.8380952380952381,0.8904761904761904
nb_m9_f0_d0_b4_c36_v0,0.5697030879173737,0.3619047619047619,0.7666666666666666,0.5277777777777778,0.9571428571428572,0.9666666666666667,0.9714285714285714,0.9809523809523809,0.9857142857142858,1.0,0.6142857142857143,0.7333333333333333,0.7666666666666667,0.8333333333333334,0.8666666666666667,0.9,0.9333333333333333,0.9428571428571428
lrr_m9_f0_d0_b4_c36_v0,0.5900549714835429,0.4095238095238095,0.8333333333333334,0.5325396825396825,0.9571428571428572,0.9619047619047619,0.9809523809523809,0.9809523809523809,0.9809523809523809,1.0,0.6047619047619047,0.680952380952381,0.7904761904761904,0.8428571428571429,0.8857142857142857,0.9238095238095239,0.9333333333333333,0.9523809523809523
svm_m9_f0_d0_b4_c36_v0,0.45991597027311315,0.22857142857142856,0.7666666666666666,0.38492063492063494,0.9142857142857143,0.9380952380952381,0.9571428571428572,0.9857142857142858,0.9904761904761905,1.0,0.42857142857142855,0.5476190476190477,0.6571428571428571,0.7238095238095238,0.8047619047619048,0.861904761904762,0.8761904761904762,0.8857142857142857
nb_m10_f0_d0_b4_c36_v0,0.5093769193769194,0.319047619047619,0.7666666666666666,0.4492063492063492,0.919047619047619,0.9571428571428572,0.9714285714285714,0.9857142857142858,0.9952380952380953,1.0,0.5190476190476191,0.6095238095238096,0.6761904761904762,0.7380952380952381,0.7904761904761904,0.819047619047619,0.8666666666666667,0.9
lrr_m10_f0_d0_b4_c36_v0,0.5340590626304912,0.3476190476190476,0.8,0.4793650793650794,0.919047619047619,0.9380952380952381,0.9666666666666667,0.9761904761904762,0.9809523809523809,1.0,0.5571428571428572,0.638095238095238,0.7047619047619048,0.7571428571428571,0.7857142857142857,0.8285714285714286,0.8666666666666667,0.8857142857142857
svm_m10_f0_d0_b4_c36_v0,0.4972408147408147,0.2857142857142857,0.7666666666666666,0.43492063492063493,0.9142857142857143,0.9380952380952381,0.9619047619047619,0.9809523809523809,0.9904761904761905,1.0,0.4380952380952381,0.6142857142857143,0.7047619047619048,0.7571428571428571,0.8238095238095238,0.8523809523809524,0.8761904761904762,0.9047619047619048
nb_m11_f0_d0_b4_c36_v0,0.4947832062117776,0.3,0.8,0.4253968253968254,0.9285714285714286,0.9428571428571428,0.9666666666666667,0.9666666666666667,0.9904761904761905,1.0,0.48095238095238096,0.5857142857142857,0.7095238095238096,0.7619047619047619,0.8047619047619048,0.8476190476190476,0.8761904761904762,0.9
lrr_m11_f0_d0_b4_c36_v0,0.5397479636765351,0.37142857142857144,0.7333333333333334,0.4801587301587302,0.919047619047619,0.9476190476190476,0.9571428571428572,0.9857142857142858,0.9952380952380953,1.0,0.5190476190476191,0.6238095238095238,0.7,0.7761904761904762,0.8095238095238095,0.8428571428571429,0.8571428571428571,0.8952380952380953
svm_m11_f0_d0_b4_c36_v0,0.5137511562511562,0.32857142857142857,0.7666666666666666,0.45555555555555555,0.9142857142857143,0.9523809523809523,0.9523809523809523,0.9714285714285714,0.9857142857142858,1.0,0.4857142857142857,0.6238095238095238,0.6952380952380952,0.7476190476190476,0.8,0.8428571428571429,0.8666666666666667,0.9
nb_m12_f0_d0_b4_c36_v0,0.5067286153000439,0.3238095238095238,0.8333333333333334,0.44682539682539685,0.9428571428571428,0.9476190476190476,0.9619047619047619,0.9714285714285714,0.9857142857142858,1.0,0.48095238095238096,0.6142857142857143,0.6761904761904762,0.7476190476190476,0.8047619047619048,0.8428571428571429,0.861904761904762,0.8952380952380953
lrr_m12_f0_d0_b4_c36_v0,0.516434570720285,0.3380952380952381,0.8333333333333334,0.45476190476190476,0.9095238095238095,0.9428571428571428,0.9666666666666667,0.9809523809523809,0.9857142857142858,1.0,0.5047619047619047,0.6047619047619047,0.680952380952381,0.7523809523809524,0.7761904761904762,0.8380952380952381,0.8666666666666667,0.8904761904761904
svm_m12_f0_d0_b4_c36_v0,0.48466735645307074,0.2857142857142857,0.7666666666666666,0.41984126984126985,0.9238095238095239,0.9380952380952381,0.9619047619047619,0.9714285714285714,0.9904761904761905,1.0,0.4380952380952381,0.6047619047619047,0.7095238095238096,0.7619047619047619,0.8095238095238095,0.8476190476190476,0.8809523809523809,0.9095238095238095
nb_m13_f0_d0_b4_c36_v0,0.5764460935889507,0.38571428571428573,0.8,0.5277777777777778,0.9714285714285714,0.9857142857142858,0.9904761904761905,0.9904761904761905,0.9952380952380953,1.0,0.6095238095238096,0.7,0.7619047619047619,0.8047619047619048,0.8523809523809524,0.8904761904761904,0.9095238095238095,0.9380952380952381
lrr_m13_f0_d0_b4_c36_v0,0.5993875172446601,0.4238095238095238,0.8,0.5531746031746032,0.9619047619047619,0.9714285714285714,0.9714285714285714,0.9809523809523809,0.9904761904761905,1.0,0.6190476190476191,0.7142857142857143,0.7571428571428571,0.8333333333333334,0.8666666666666667,0.9047619047619048,0.9238095238095239,0.9380952380952381
svm_m13_f0_d0_b4_c36_v0,0.503006068006068,0.30952380952380953,0.8,0.4444444444444444,0.9333333333333333,0.9476190476190476,0.9666666666666667,0.9809523809523809,0.9952380952380953,1.0,0.49047619047619045,0.6238095238095238,0.6904761904761905,0.7523809523809524,0.8,0.8428571428571429,0.8714285714285714,0.9047619047619048
nb_m14_f0_d0_b4_c36_v0,0.572303873375302,0.37142857142857144,0.8,0.5253968253968254,0.9571428571428572,0.9761904761904762,0.9809523809523809,0.9857142857142858,0.9952380952380953,1.0,0.5904761904761905,0.7238095238095238,0.8047619047619048,0.8380952380952381,0.861904761904762,0.919047619047619,0.9333333333333333,0.9523809523809523
lrr_m14_f0_d0_b4_c36_v0,0.58104267425696,0.3952380952380952,0.8,0.526984126984127,0.9571428571428572,0.9619047619047619,0.9714285714285714,0.9809523809523809,0.9857142857142858,1.0,0.5952380952380952,0.6904761904761905,0.7761904761904762,0.8428571428571429,0.8809523809523809,0.9142857142857143,0.9380952380952381,0.9428571428571428
svm_m14_f0_d0_b4_c36_v0,0.48655671048528193,0.28095238095238095,0.8,0.41825396825396827,0.9333333333333333,0.9476190476190476,0.9666666666666667,0.9809523809523809,0.9904761904761905,1.0,0.4523809523809524,0.6,0.719047619047619,0.7761904761904762,0.8333333333333334,0.8666666666666667,0.8904761904761904,0.9142857142857143
nb_m15_f0_d0_b4_c36_v0,0.5880307523164666,0.38571428571428573,0.7666666666666666,0.542063492063492,0.9619047619047619,0.9714285714285714,0.9761904761904762,0.9857142857142858,0.9904761904761905,1.0,0.6285714285714286,0.7333333333333333,0.8285714285714286,0.8523809523809524,0.8666666666666667,0.8952380952380953,0.9428571428571428,0.9523809523809523
lrr_m15_f0_d0_b4_c36_v0,0.5938924303210017,0.4142857142857143,0.7333333333333334,0.5468253968253968,0.9571428571428572,0.9666666666666667,0.9761904761904762,0.9857142857142858,0.9904761904761905,1.0,0.6,0.719047619047619,0.7857142857142857,0.8285714285714286,0.8666666666666667,0.919047619047619,0.9476190476190476,0.9571428571428572
svm_m15_f0_d0_b4_c36_v0,0.49120729799301227,0.2904761904761905,0.7333333333333334,0.42857142857142855,0.9333333333333333,0.9523809523809523,0.9666666666666667,0.9809523809523809,0.9952380952380953,1.0,0.5238095238095238,0.6095238095238096,0.6857142857142857,0.7523809523809524,0.8047619047619048,0.861904761904762,0.8857142857142857,0.9095238095238095
nb_m16_f0_d0_b4_c36_v0,0.5202378573807145,0.32857142857142857,0.7333333333333334,0.4611111111111111,0.9380952380952381,0.9476190476190476,0.9714285714285714,0.9809523809523809,0.9904761904761905,1.0,0.5238095238095238,0.6285714285714286,0.7047619047619048,0.7714285714285715,0.8,0.8523809523809524,0.8809523809523809,0.9095238095238095
lrr_m16_f0_d0_b4_c36_v0,0.5480271315985602,0.3761904761904762,0.8,0.48968253968253966,0.919047619047619,0.9571428571428572,0.9619047619047619,0.9857142857142858,0.9952380952380953,1.0,0.5523809523809524,0.6285714285714286,0.7238095238095238,0.7476190476190476,0.8,0.8238095238095238,0.861904761904762,0.9047619047619048
svm_m16_f0_d0_b4_c36_v0,0.5201217961932247,0.3333333333333333,0.8,0.46825396825396826,0.9285714285714286,0.9523809523809523,0.9714285714285714,0.9714285714285714,0.9952380952380953,1.0,0.49047619047619045,0.6666666666666666,0.7285714285714285,0.7857142857142857,0.8238095238095238,0.8571428571428571,0.8904761904761904,0.9
