Timestamp,What program are you in currently?,What year are you in?,Are you happy with your program?,1. What field interests you the most?,2. I would like to have been part of the team that was responsible for:,3. Who would be your dream professor?,4. I would enjoy working...,5. An ideal outfit to wear to work would be:,"6. When you start work, ideally you would want to...",7. I would rather design something that...,8. I would rather analyze...,9. I would rather gather information for solving a problem...,10. I prefer to...,11. I would rather work as part of a...,12. When working on a project would you rather,13. What cause do you care about the most?,14. When setting goals for yourself you find yourself thinking about...,15. You are most likely to eavesdrop in a conversation regarding,16. What subject would you like to develop your skills in?,"17. In an ideal setting, you are working with:",18. Would you prefer to be the leader on a team?,What is your gender? Your answer will only be used for data collection purposes.
2016/11/07 8:00:02 PM EST,Mechanical Engineering,4,Yes,Research,The Automobile,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work in a start up,I can see function and tangibly touch the parts,Test results,By analyzing the design and implementation of the system,Listen,Focused team,Continuously change and update requirements as you go,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,Machinery,Yes,Male
2016/11/07 8:00:26 PM EST,Mechanical Engineering,3,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A week from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Math,Machinery,Yes,Female
2016/11/07 8:02:17 PM EST,Mechanical Engineering,3,Yes,Software Development,The Automobile,"Elon Musk, Founder of Tesla",In the outdoors,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the inputs and outputs of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Health,Today,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Machinery,Yes,Male
2016/11/07 8:04:48 PM EST,Mechanical Engineering,3,Yes,Manufacturing,The Robot,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Focused team,Continuously change and update requirements as you go,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Machinery,Yes,Male
2016/11/07 8:14:40 PM EST,Mechanical Engineering,4,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In the outdoors,Protective Clothing,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Talk,Focused team,Know all the requirements for the project at the beginning,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes,Male
2016/11/07 8:20:56 PM EST,Mechanical Engineering,Alumni,Yes,Manufacturing,The Robot,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Health,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Machinery,Yes,Male
2016/11/07 8:44:45 PM EST,Mechanical Engineering,Alumni,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Protective Clothing,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Environment,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,Machinery,Yes,Male
2016/11/07 8:55:07 PM EST,Mechanical Engineering,2,Yes,Research,The Robot,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the internal components of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,Machinery,Yes,Male
2016/11/07 9:04:47 PM EST,Mechanical Engineering,1,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In the outdoors,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,People,No,Male
2016/11/07 9:14:59 PM EST,Mechanical Engineering,2,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work in a start up,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,Today,A microchip that is smaller than usual but twice as powerful as before,Physics,Machinery,Yes,Male
2016/11/07 9:36:08 PM EST,Mechanical Engineering,2,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Life Science,Machinery,No,Male
2016/11/07 11:13:16 PM EST,Mechanical Engineering,3,Yes,Research,The Automobile,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Health,Today,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,No,Male
2016/11/07 11:35:58 PM EST,Mechanical Engineering,Alumni,Yes,Construction,The Internet,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work in a start up,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Health,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,No,Male
2016/11/07 11:44:30 PM EST,Mechanical Engineering,1,No,Research,The Robot,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Talk,Focused team,Know all the requirements for the project at the beginning,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes,Male
2016/11/08 9:55:26 AM EST,Mechanical Engineering,4,Yes,Research,The Automobile,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In an office,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Listen,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,Machinery,No,Male
2016/11/08 10:06:27 AM EST,Mechanical Engineering,3,Yes,Research,The Robot,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,Machinery,No,Female
2016/11/08 10:53:32 AM EST,Mechanical Engineering,1,No,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Protective Clothing,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Read,Focused team,Know all the requirements for the project at the beginning,Environment,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Life Science,Machinery,Yes,Female
2016/11/08 12:15:32 PM EST,Mechanical Engineering,2,Yes,Manufacturing,The Internet,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,People,Yes,Male
2016/11/08 3:14:16 PM EST,Mechanical Engineering,4,Yes,Manufacturing,The Automobile,"Warren Buffett, Billionaire American Business Men",In an office,Business Casual,Work in a start up,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,No,Male
2016/11/08 4:31:05 PM EST,Mechanical Engineering,2,No,Construction,The CN Tower,"Warren Buffett, Billionaire American Business Men",In the outdoors,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the internal components of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,Today,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Physics,People,Yes,Female
2016/11/08 5:32:51 PM EST,Mechanical Engineering,3,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Read,Focused team,Know all the requirements for the project at the beginning,Human Rights,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Life Science,Machinery,Yes,Female
2016/11/08 7:36:57 PM EST,Mechanical Engineering,Alumni,Yes,Construction,The Internet,"Elon Musk, Founder of Tesla",In the outdoors,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Listen,Focused team,Know all the requirements for the project at the beginning,Health,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Machinery,No,Male
2016/11/08 8:45:00 PM EST,Mechanical Engineering,2,Yes,Construction,The Automobile,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a manufacturing facility,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Write,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,Machinery,Yes,Female
2016/11/08 9:31:32 PM EST,Mechanical Engineering,Alumni,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,Computers,Yes,Male
2016/11/08 9:59:14 PM EST,Mechanical Engineering,4,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Write,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Machinery,Yes,Male
2016/11/08 10:11:23 PM EST,Mechanical Engineering,3,Yes,Manufacturing,The Robot,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Machinery,No,Male
2016/11/08 11:01:31 PM EST,Mechanical Engineering,Alumni,Yes,Research,The Automobile,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Today,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Math,Machinery,No,Male
2016/11/08 11:20:50 PM EST,Mechanical Engineering,Alumni,Yes,Research,The Internet,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Computers,No,Male
2016/11/10 8:25:44 AM EST,Mechanical Engineering,4,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By talking to the people who use the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Health,A week from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Life Science,People,Yes,Male
2016/11/10 9:30:47 AM EST,Mechanical Engineering,2,Yes,Research,The Automobile,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Write,Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,People,Yes,Female
2016/11/10 9:32:50 AM EST,Mechanical Engineering,2,Yes,Construction,The CN Tower,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By talking to the people who use the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Environment,Five years from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Physics,People,No,Male
2016/11/10 9:33:23 AM EST,Mechanical Engineering,2,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,No,Male
2016/11/10 9:39:34 AM EST,Mechanical Engineering,2,Yes,Research,The Automobile,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By talking to the people who use the system,Listen,Focused team,Continuously change and update requirements as you go,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,No,Male
2016/11/10 9:39:37 AM EST,Mechanical Engineering,2,No,Software Development,Solar Panels,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Environment,A week from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,No,Female
2016/11/10 9:39:44 AM EST,Mechanical Engineering,2,No,Research,The Automobile,"Elon Musk, Founder of Tesla",In an office,Formal,Work in a start up,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,Five years from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Physics,People,Yes,Male
2016/11/10 9:44:58 AM EST,Mechanical Engineering,2,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,People,Yes,Male
2016/11/10 9:47:38 AM EST,Mechanical Engineering,2,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,People,No,Male
2016/11/10 9:47:55 AM EST,Mechanical Engineering,2,Yes,Manufacturing,Solar Panels,"Elon Musk, Founder of Tesla",In the outdoors,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Graphs and charts,By talking to the people who use the system,Listen,Focused team,Know all the requirements for the project at the beginning,Environment,A week from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Technology,People,Yes,Female
2016/11/10 9:48:26 AM EST,Mechanical Engineering,3,Yes,Manufacturing,Solar Panels,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the inputs and outputs of the system,Write,Focused team,Know all the requirements for the project at the beginning,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,Computers,No,Male
2016/11/10 9:56:49 AM EST,Mechanical Engineering,2,Yes,Research,The Robot,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes,Male
2016/11/10 10:11:51 AM EST,Mechanical Engineering,2,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Protective Clothing,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Machinery,Yes,Female
2016/11/10 10:26:44 AM EST,Mechanical Engineering,3,No,Manufacturing,The Robot,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In an office,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the inputs and outputs of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes,Male
2016/11/10 10:26:54 AM EST,Mechanical Engineering,3,Yes,Research,The Internet,"Warren Buffett, Billionaire American Business Men",In an office,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,Computers,No,Male
2016/11/10 10:31:56 AM EST,Mechanical Engineering,2,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the internal components of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes,Male
2016/11/10 10:35:48 AM EST,Mechanical Engineering,2,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In the outdoors,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Machinery,Yes,Female
2016/11/10 10:45:28 AM EST,Mechanical Engineering,2,Yes,Research,The Robot,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In an office,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A week from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,Machinery,No,Female
2016/11/10 10:56:39 AM EST,Mechanical Engineering,2,No,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the inputs and outputs of the system,Write,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Today,A microchip that is smaller than usual but twice as powerful as before,Math,Computers,No,Male
2016/11/10 10:59:14 AM EST,Mechanical Engineering,2,Yes,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the internal components of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Computers,Yes,Male
2016/11/10 11:05:04 AM EST,Mechanical Engineering,2,Yes,Construction,Solar Panels,"David Suzuki, Environmental Activist",In a manufacturing facility,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,People,No,Male
2016/11/10 11:05:16 AM EST,Mechanical Engineering,2,Yes,Research,The Automobile,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Health,Five years from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Life Science,People,Yes,Male
2016/11/10 11:23:04 AM EST,Mechanical Engineering,2,Yes,Research,The Automobile,"Elon Musk, Founder of Tesla",In the outdoors,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Environment,Today,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Computers,No,Male
2016/11/10 11:41:34 AM EST,Mechanical Engineering,2,Yes,Manufacturing,Solar Panels,"Elon Musk, Founder of Tesla",In the outdoors,Business Casual,Work in a start up,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Environment,A week from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,People,Yes,Male
2016/11/10 11:47:12 AM EST,Mechanical Engineering,3,No,Finance,The Automobile,"Warren Buffett, Billionaire American Business Men",In the outdoors,Extremely Casual,Work in a start up,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the inputs and outputs of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Today,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Physics,People,Yes,I choose not to specify
2016/11/10 12:10:43 PM EST,Mechanical Engineering,2,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the internal components of the system,Talk,Focused team,Continuously change and update requirements as you go,Environment,A week from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,Machinery,Yes,Male
2016/11/10 12:20:04 PM EST,Mechanical Engineering,4,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,No,Male
2016/11/10 1:14:45 PM EST,Mechanical Engineering,2,No,Manufacturing,The Robot,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Graphs and charts,By talking to the people who use the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,Machinery,Yes,Male
2016/11/10 2:27:33 PM EST,Mechanical Engineering,2,No,Software Development,The Internet,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By talking to the people who use the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Today,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Technology,People,No,Male
2016/11/10 2:52:09 PM EST,Mechanical Engineering,4,Yes,Research,The Robot,"Elon Musk, Founder of Tesla",In the outdoors,Business Casual,Work in a start up,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes,Male
2016/11/10 4:55:32 PM EST,Mechanical Engineering,2,Yes,Manufacturing,Solar Panels,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the internal components of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Machinery,Yes,Male
2016/11/10 5:49:03 PM EST,Mechanical Engineering,2,No,Software Development,The Automobile,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,No,Female
2016/11/10 8:21:50 PM EST,Mechanical Engineering,3,Yes,Manufacturing,The CN Tower,"Elon Musk, Founder of Tesla",In a manufacturing facility,Protective Clothing,Work for a large corporation,I can see function and tangibly touch the parts,Test results,By talking to the people who use the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Life Science,Machinery,Yes,Female
2016/11/11 11:09:15 AM EST,Mechanical Engineering,4,Yes,Manufacturing,The CN Tower,"Elon Musk, Founder of Tesla",In the outdoors,Formal,Work for a large corporation,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the inputs and outputs of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Health,One year from now,A microchip that is smaller than usual but twice as powerful as before,Math,Machinery,Yes,Male
2016/11/11 12:39:52 PM EST,Mechanical Engineering,4,Yes,Manufacturing,The Automobile,"Warren Buffett, Billionaire American Business Men",In a laboratory,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,People,Yes,Male
2016/11/11 5:09:13 PM EST,Mechanical Engineering,2,Yes,Manufacturing,Solar Panels,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Machinery,Yes,Female
2016/11/11 8:38:04 PM EST,Mechanical Engineering,2,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A week from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes,Female
