alternate_degree,architecture,automotive,business,construction,health,environment,manufacturing,technology,program
11,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,11
2,0,0,0,0,0,0,0,0,-1
11,0,0,0,0,0,0,0,0,11
2,0,0,0,0,0,0,0,0,11
11,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,11
2,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,11
5,0,0,0,0,0,0,0,0,-1
2,0,0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,0,0,-1
11,0,0,0,0,0,0,0,0,11
8,0,0,0,0,0,0,0,0,11
11,0,0,0,0,0,0,0,0,11
3,0,0,0,0,0,0,0,0,11
8,0,0,0,0,0,0,0,0,-1
11,0,0,0,0,0,0,0,0,-1
11,0,0,0,0,0,0,0,0,-1
2,0,0,0,0,0,0,0,0,11
8,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,1,11
12,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,-1
13,0,0,0,1,0,0,0,0,-1
2,0,0,0,0,0,0,0,1,-1
4,0,1,0,0,0,0,0,0,-1
8,0,0,0,0,0,0,0,1,-1
4,0,0,0,0,0,0,0,1,-1
0,0,0,0,0,0,0,0,1,11
5,0,0,0,0,0,1,0,0,-1
2,0,0,0,0,0,0,0,1,-1
13,0,0,0,0,0,0,0,0,11
1,0,0,0,1,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,-1
14,1,0,0,0,0,0,0,0,-1
2,0,0,0,0,0,0,0,0,11
2,0,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,11
1,0,0,0,0,0,0,0,0,-1
